LocationGeoid,PeerGeoid1,PeerGeoid2,PeerGeoid3,PeerGeoid4,PeerGeoid5,PeerGeoid6,PeerGeoid7,PeerGeoid8,PeerGeoid9,PeerGeoid10,PeerGeoid11,PeerGeoid12,PeerGeoid13,PeerGeoid14,PeerGeoid15,PeerGeoid16
16000US5116000,16000US1368516,16000US4813024,16000US0668084,16000US0614218,16000US5357745,16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954
16000US1368516,16000US4813024,16000US0668084,16000US0614218,16000US5357745,16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098
16000US4813024,16000US0668084,16000US0614218,16000US5357745,16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050
16000US0668084,16000US0614218,16000US5357745,16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616
16000US0614218,16000US5357745,16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260
16000US5357745,16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425
16000US2555745,16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432
16000US4943660,16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962
16000US1214400,16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970
16000US0685292,16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900
16000US3413690,16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966
16000US5182000,16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300
16000US0669070,16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000
16000US0602252,16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430
16000US0883835,16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050
16000US0619766,16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880
16000US0608954,16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680
16000US0670098,16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484
16000US0454050,16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652
16000US2706616,16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180
16000US3350260,16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344
16000US1257425,16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322
16000US5176432,16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996
16000US0659962,16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415
16000US0845970,16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180
16000US3231900,16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350
16000US2707966,16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475
16000US4474300,16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000
16000US0653000,16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012
16000US0918430,16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000
16000US4009050,16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120
16000US2754880,16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000
16000US0624680,16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000
16000US0645484,16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000
16000US0654652,16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975
16000US5303180,16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526
16000US0681344,16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570
16000US0653322,16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842
16000US0682996,16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850
16000US5335415,16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666
16000US4419180,16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000
16000US4105350,16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510
16000US1216475,16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000
16000US0602000,16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074
16000US1703012,16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775
16000US4805000,16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000
16000US1652120,16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465
16000US2507000,16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620
16000US4159000,16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330
16000US3436000,16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100
16000US1245975,16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613
16000US0652526,16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464
16000US1738570,16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515
16000US0646842,16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000
16000US0807850,16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460
16000US0681666,16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000
16000US0629000,16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470
16000US0471510,16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000
16000US0662000,16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270
16000US1723074,16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000
16000US1255775,16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666
16000US0820000,16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425
16000US0846465,16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000
16000US0660620,16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800
16000US4513330,16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000
16000US3714100,16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250
16000US1706613,16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000
16000US4830464,16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896
16000US5323515,16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000
16000US3755000,16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460
16000US3563460,16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000
16000US0843000,16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400
16000US4983470,16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900
16000US0669000,16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300
16000US0649270,16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508
16000US0630000,16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804
16000US0603666,16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000
16000US0827425,16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000
16000US2603000,16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388
16000US4105800,16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700
16000US5548000,16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196
16000US5584250,16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526
16000US0804000,16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000
16000US0653896,16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156
16000US4837000,16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000
16000US2676460,16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550
16000US0816000,16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000
16000US3268400,16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000
16000US5613900,16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000
16000US4957300,16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588
16000US4842508,16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954
16000US0622804,16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000
16000US3651000,16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000
16000US3684000,16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560
16000US4853388,16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720
16000US0656700,16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060
16000US0669196,16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275
16000US0603526,16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224
16000US0643000,16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466
16000US0655156,16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884
16000US3712000,16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000
16000US0684550,16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640
16000US2743000,16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140
16000US5370000,16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000
16000US0664000,16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072
16000US0613588,16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715
16000US0682954,16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000
16000US4827000,16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545
16000US0644000,16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000
16000US4751560,16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830
16000US0404720,16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972
16000US5374060,16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982
16000US1210275,16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000
16000US0664224,16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020
16000US0660466,16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121
16000US0600884,16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800
