LocationGeoid,PeerGeoid1,PeerGeoid2,PeerGeoid3,PeerGeoid4,PeerGeoid5,PeerGeoid6,PeerGeoid7,PeerGeoid8,PeerGeoid9,PeerGeoid10,PeerGeoid11,PeerGeoid12,PeerGeoid13,PeerGeoid14,PeerGeoid15,PeerGeoid16
16000US4829000,16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006
16000US5322640,16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812
16000US3345140,16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550
16000US4967000,16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275
16000US0658072,16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000
16000US1258715,16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354
16000US4804000,16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000
16000US2360545,16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600
16000US3137000,16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000
16000US1608830,16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000
16000US4819972,16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330
16000US0604982,16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000
16000US1304000,16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000
16000US4659020,16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500
16000US3649121,16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375
16000US3251800,16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000
16000US4752006,16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500
16000US0680812,16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000
16000US3006550,16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892
16000US5335275,16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000
16000US1224000,16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155
16000US0648354,16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875
16000US3719000,16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000
16000US3260600,16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027
16000US1912000,16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128
16000US2509000,16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000
16000US4965330,16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000
16000US1714000,16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000
16000US0446000,16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000
16000US4052500,16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000
16000US5502375,16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000
16000US0473000,16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490
16000US3570500,16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900
16000US2758000,16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088
16000US4847892,16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900
16000US3128000,16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000
16000US0832155,16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700
16000US1207875,16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335
16000US0455000,16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225
16000US2146027,16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712
16000US4806128,16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000
16000US3961000,16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130
16000US1263000,16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000
16000US2537000,16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820
16000US3240000,16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475
16000US4817000,16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700
16000US5135000,16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000
16000US2537490,16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000
16000US4164900,16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000
16000US4206088,16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364
16000US2674900,16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546
16000US4055000,16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200
16000US3825700,16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600
16000US1973335,16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940
16000US5539225,16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920
16000US0621712,16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000
16000US0137000,16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548
16000US0640130,16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000
16000US4856000,16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250
16000US0427820,16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025
16000US2239475,16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590
16000US1269700,16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000
16000US1235000,16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000
16000US1772000,16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000
16000US0675000,16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448
16000US0602364,16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900
16000US0636546,16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160
16000US1254200,16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434
16000US1276600,16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000
16000US2688940,16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006
16000US0659920,16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280
16000US1232000,16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014
16000US0632548,16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000
16000US2938000,16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144
16000US4131250,16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000
16000US1245025,16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044
16000US0682590,16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000
16000US1271000,16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000
16000US3918000,16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200
16000US2621000,16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000
16000US0636448,16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000
16000US2038900,16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000
16000US4715160,16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980
16000US0633434,16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000
16000US1921000,16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080
16000US2148006,16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574
16000US5305280,16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000
16000US0613014,16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167
16000US5156000,16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472
16000US4874144,16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508
16000US3502000,16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000
16000US0615044,16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000
16000US4803000,16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000
16000US2079000,16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000
16000US1217200,16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000
16000US4819000,16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675
16000US2717000,16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670
16000US4865000,16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735
16000US4652980,16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000
16000US4835000,16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850
16000US0673080,16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000
16000US0644574,16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000
16000US5164000,16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000
16000US5367167,16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000
16000US4864472,16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640
16000US1380508,16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000
16000US1759000,16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405
16000US1253000,16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000
16000US5157000,16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000
16000US0541000,16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080
16000US1254000,16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000
16000US5010675,16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000
16000US2915670,16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000
16000US2240735,16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980
16000US1919000,16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140
16000US4123850,16000US2686000,16000US4801000,16000US4807000,16000US2935000,16000US4454640,16000US4845000,16000US4561405,16000US0627000,16000US2404000,16000US0566080,16000US5367000,16000US4147000,16000US2634000,16000US4955980,16000US3702140,16000US1779293
